id,author,published_datetime,title,url,complexity,reading_time,views,tags,votes,bookmarks,comments
773234,OlgaPy,2023-11-10 21:59:04+00:00,Запуск альфа-теста Капибара(Новый Старый Пикабу),https://habr.com/ru/articles/773234/,,9,9300,"['Веб-разработка', 'Open source', 'Анализ и проектирование систем', 'Django', 'Социальные сети и сообщества']",30,17,21
772744,serge-krivoruchko,2023-11-10 07:10:01+00:00,Как наложить макет на вёрстку через PerfectPixel,https://habr.com/ru/companies/yandex_praktikum/articles/772744/,Средний,2,8600,"['Блог компании Яндекс Практикум', 'Веб-дизайн', 'Веб-разработка', 'CSS']",5,69,5
772994,shasoftX,2023-11-10 04:46:07+00:00,Группировка вызовов функций через обещания,https://habr.com/ru/articles/772994/,Простой,8,2400,"['Веб-разработка', 'PHP']",0,15,17
772894,qmzik,2023-11-09 12:20:03+00:00,Встречаем Angular 17,https://habr.com/ru/articles/772894/,Простой,17,17000,"['Веб-разработка', 'Angular', 'TypeScript']",10,33,6
772856,redmadrobot,2023-11-09 10:36:25+00:00,"Архитектура веб-приложений, Gitflow и REST API: доклады с Backend-митапа red_mad_robot",https://habr.com/ru/companies/redmadrobot/articles/772856/,Средний,2,3800,"['Блог компании red_mad_robot', 'Веб-разработка', 'API']",3,37,0
769178,mr-pickles,2023-11-07 08:11:03+00:00,Исследование режима Copy-on-Write в pandas. Часть 2,https://habr.com/ru/companies/wunderfund/articles/769178/,Средний,6,2300,"['Блог компании Wunder Fund', 'Веб-разработка', 'Python', 'Программирование']",17,26,1
772100,ranquild,2023-11-06 11:22:00+00:00,Использование Content-Security-Policy вместе с React & Emotion,https://habr.com/ru/articles/772100/,Средний,3,1700,"['Информационная безопасность', 'Веб-разработка', 'CSS', 'JavaScript', 'ReactJS']",0,21,0
771472,Bright_Translate,2023-11-03 13:00:02+00:00,Почему я не буду использовать Next.js,https://habr.com/ru/companies/ruvds/articles/771472/,Средний,13,25000,"['Блог компании RUVDS.com', 'Веб-разработка', 'JavaScript', 'ReactJS']",38,67,18
770146,ewolf,2023-11-03 09:00:05+00:00,Мультиплатформенные образы: что это такое и зачем они нужны,https://habr.com/ru/companies/avito/articles/770146/,,7,6700,"['Блог компании AvitoTech', 'Веб-разработка', 'Go']",11,42,4
771566,dasafyev,2023-11-03 09:00:01+00:00,Руководство по развертыванию и управлению Linux-сервером без bash и sh с помощью ispmanager,https://habr.com/ru/companies/hostkey/articles/771566/,Простой,8,8200,"['Блог компании HOSTKEY', 'Хостинг', 'Веб-разработка', 'Серверное администрирование']",6,44,13
771046,jehy,2023-11-02 08:00:02+00:00,Как и зачем я стал автором курса по веб-разработке?,https://habr.com/ru/companies/yandex_praktikum/articles/771046/,Простой,5,3300,"['Блог компании Яндекс Практикум', 'Веб-разработка', 'Программирование', 'Карьера в IT-индустрии']",2,17,1
771196,its_capitan,2023-11-01 09:28:46+00:00,"Короче, кейс: как разработчика уволили. А он за 10 дней запустил свой простой продукт и вышел на $4K в месяц",https://habr.com/ru/articles/771196/,Простой,4,18000,"['Веб-разработка', 'Монетизация веб-сервисов', 'Развитие стартапа', 'Управление продуктом', 'Бизнес-модели']",20,75,55
771220,qmzik,2023-11-01 08:39:50+00:00,Что нового в Chrome 119?,https://habr.com/ru/articles/771220/,Простой,3,6300,"['Веб-разработка', 'CSS', 'JavaScript', 'Google Chrome', 'HTML']",2,9,3
771160,Ivan006,2023-10-31 20:46:54+00:00,Как я создал электронную проходную по Qr-кодам,https://habr.com/ru/articles/771160/,Простой,10,17000,"['Веб-дизайн', 'Веб-разработка', 'Яндекс API', 'Графический дизайн', 'Дизайн']",6,48,21
769176,mr-pickles,2023-10-30 08:15:30+00:00,Исследование режима Copy-on-Write в pandas. Часть 1,https://habr.com/ru/companies/wunderfund/articles/769176/,Средний,10,5400,"['Блог компании Wunder Fund', 'Веб-разработка', 'Python', 'Программирование']",10,39,1
770066,sahsAGU,2023-10-30 04:32:02+00:00,"Создание приложения для real-time обмена геоданными с React, Socket.io и Leaflet",https://habr.com/ru/articles/770066/,Средний,14,4800,"['Веб-разработка', 'JavaScript', 'Node.JS', 'ReactJS', 'TypeScript']",5,67,0
770546,DenSyo,2023-10-29 08:30:10+00:00,IP калькулятор глазами админа или инструмент для работы со списками сетей,https://habr.com/ru/articles/770546/,Средний,10,13000,"['Информационная безопасность', 'Веб-разработка', 'Системное администрирование', 'Сетевые технологии']",7,45,7
770494,ur_0s,2023-10-28 13:45:59+00:00,Введение в Чистую архитектуру через 6 кругов рефакторинга,https://habr.com/ru/articles/770494/,Средний,15,41000,"['Веб-разработка', 'Go', 'Микросервисы']",11,215,4
770314,PatientZero,2023-10-27 13:14:58+00:00,Мнение три года спустя: стоил ли того переход с JavaScript на Rust?,https://habr.com/ru/articles/770314/,Средний,7,38000,"['Веб-разработка', 'Совершенный код', 'Системное программирование', 'Отладка', 'Rust']",53,88,63
769848,SuperLeha,2023-10-27 12:24:12+00:00,Как защитить свою форму верификации от ботов,https://habr.com/ru/companies/newtel/articles/769848/,Средний,4,2200,"['Блог компании «Нью-Тел»', 'Информационная безопасность', 'Веб-разработка', 'Разработка мобильных приложений']",13,15,0
766978,DanilChushko,2023-10-27 12:15:02+00:00,"Гайд по микрофронтендам на single-spa, или Как уже наконец-то уйти от монолита во фронтенде",https://habr.com/ru/companies/samokat_tech/articles/766978/,Средний,9,12000,"['Блог компании Samokat.tech', 'Веб-разработка', 'JavaScript']",20,117,18
770010,sashadzen,2023-10-26 07:17:16+00:00,"Путь от 0 до первых 100 заказов. Как мы помогли вырасти стартапу, создав удобный сервис по аренде яхт",https://habr.com/ru/companies/pyrobyte/articles/770010/,Простой,8,3000,"['Блог компании Pyrobyte', 'Веб-разработка', 'Управление продуктом', 'Управление продажами']",1,32,1
760094,sherweb,2023-10-26 07:00:06+00:00,В потоке лендингов: путь к автоматизации,https://habr.com/ru/companies/nlmk/articles/760094/,Средний,16,2400,"['Блог компании Группа НЛМК', 'Веб-дизайн', 'Веб-разработка', 'Управление проектами']",2,21,3
769830,Qisvis,2023-10-25 10:30:48+00:00,Как я запилил видеочат-рулетку за 2 месяца с нуля,https://habr.com/ru/articles/769830/,Простой,5,6000,"['Веб-разработка', 'Программирование', 'Читальный зал', 'История IT']",5,19,16
766344,melnik909,2023-10-25 09:00:01+00:00,"HTML и CSS ошибки, влияющие на доступность. Мой опыт и моего незрячего знакомого Ильи. Часть 2",https://habr.com/ru/companies/ruvds/articles/766344/,Средний,8,5800,"['Блог компании RUVDS.com', 'Веб-разработка', 'CSS', 'HTML', 'Accessibility']",53,71,10
768266,amas1ov,2023-10-25 08:43:56+00:00,Оптимизация веб-приложений: на что стоит обратить внимание,https://habr.com/ru/companies/cloud_mts/articles/768266/,Простой,6,5700,"['Блог компании CloudMTS', 'Блог компании МТС', 'Высокая производительность', 'Веб-разработка', 'Анализ и проектирование систем']",18,62,4
769296,winfox_tech,2023-10-24 09:52:10+00:00,Делай продукт и бросай его в воду. История собственной лоу-код платформы в трех актах,https://habr.com/ru/articles/769296/,Средний,8,3300,"['Веб-разработка', 'Программирование', 'Анализ и проектирование систем']",5,17,4
769384,Debrod,2023-10-23 16:11:59+00:00,Большая подборка открытых API,https://habr.com/ru/articles/769384/,Простой,2,21000,"['Веб-разработка', 'Анализ и проектирование систем', 'API']",10,232,3
769256,aio350,2023-10-23 09:07:23+00:00,Особенности кодировки строк в Base64 в JavaScript,https://habr.com/ru/articles/769256/,Сложный,6,6600,"['Веб-разработка', 'JavaScript']",9,61,3
769170,Dragonek,2023-10-23 08:11:22+00:00,Service Workers против медленного интернета: Кэширование и улучшение UX,https://habr.com/ru/articles/769170/,Средний,9,4300,"['Высокая производительность', 'Веб-разработка', 'JavaScript', 'Клиентская оптимизация']",4,63,2
757230,adss332,2023-10-20 18:46:12+00:00,CRUD React c Redux и Saga + typescript в 2023,https://habr.com/ru/articles/757230/,Средний,15,6900,"['Веб-разработка', 'JavaScript', 'ReactJS', 'Хранилища данных', 'TypeScript']",1,48,6
768926,MaxRyazan,2023-10-20 18:12:52+00:00,Тернист ли путь в современное IT?,https://habr.com/ru/articles/768926/,Простой,5,6900,['Веб-разработка'],2,27,6
768830,relex_ru,2023-10-20 12:00:04+00:00,Чем полезен DevTools тестировщику: об основных вкладках и инструментах,https://habr.com/ru/articles/768830/,Простой,6,16000,"['Веб-разработка', 'Тестирование веб-сервисов']",2,88,0
767998,SuperLeha,2023-10-20 09:08:01+00:00,Заработала система «Антифрод»: мошенники больше не позвонят,https://habr.com/ru/companies/newtel/articles/767998/,Средний,4,25000,"['Блог компании «Нью-Тел»', 'Информационная безопасность', 'Веб-разработка', 'Разработка мобильных приложений', 'API']",16,8,41
768402,Lithium_vn,2023-10-19 09:00:04+00:00,Как Guidance выводит ИИ на новый уровень: инструмент для эффективного управления моделями,https://habr.com/ru/companies/bothub/articles/768402/,Средний,5,2700,"['Блог компании BotHub', 'Веб-разработка', 'Python', 'Программирование', 'Машинное обучение']",3,20,1
767432,badcasedaily1,2023-10-18 17:31:02+00:00,Базовые архитектурные решения для обеспечения масштабируемости и производительности в социальных сетях,https://habr.com/ru/companies/otus/articles/767432/,Простой,13,4500,"['Блог компании OTUS', 'Веб-разработка', 'Программирование', 'Анализ и проектирование систем']",11,72,2
768304,a-v-gor,2023-10-18 12:26:00+00:00,Наклонные края с постоянным углом в CSS,https://habr.com/ru/articles/768304/,Простой,5,5700,"['Веб-разработка', 'CSS', 'Браузеры']",5,41,7
768080,gmtd,2023-10-17 13:39:36+00:00,Vue.js 3 — шаблоны проектирования и лучшие практики,https://habr.com/ru/articles/768080/,Средний,2,8700,"['Веб-разработка', 'JavaScript', 'Профессиональная литература', 'VueJS']",9,85,2
768014,Doctor_IT,2023-10-17 12:17:53+00:00,Эффективные бэкапы в S3 с помощью Restic: краткое пособие по настройке,https://habr.com/ru/companies/selectel/articles/768014/,Средний,8,3200,"['Блог компании Selectel', 'Веб-разработка', 'Системное администрирование', 'Резервное копирование', 'Хранение данных']",34,23,1
764704,ryazancevnik,2023-10-17 10:01:01+00:00,С чего начать разработку мобильного центра принятия решений,https://habr.com/ru/articles/764704/,Средний,6,789,"['Веб-разработка', 'Анализ и проектирование систем', 'ERP-системы']",3,8,1
767632,u4aew,2023-10-16 06:01:26+00:00,Как настроить push-уведомления в Safari на iOS,https://habr.com/ru/articles/767632/,Средний,5,4400,"['Веб-разработка', 'JavaScript', 'Разработка под iOS', 'ReactJS']",4,31,4
767494,Dragonek,2023-10-15 08:11:20+00:00,Web Workers в JavaScript: Параллельные вычисления и улучшение производительности,https://habr.com/ru/articles/767494/,Средний,8,8500,"['Высокая производительность', 'Веб-разработка', 'JavaScript', 'Программирование', 'Клиентская оптимизация']",18,113,6
767296,CatWithBlueHat,2023-10-15 06:00:02+00:00,Вальяжной походкой по HTTP-заголовкам,https://habr.com/ru/articles/767296/,Простой,8,9500,"['Информационная безопасность', 'Веб-разработка']",8,139,3
767496,Infinity_kim,2023-10-14 17:29:07+00:00,ESLint | Shareable config настройка и что это такое?,https://habr.com/ru/articles/767496/,Средний,5,4300,"['Веб-разработка', 'JavaScript', 'Node.JS', 'TypeScript']",7,38,6
767466,antonmak1,2023-10-14 11:28:57+00:00,Чем отличается синтетическое событие клика от обычного в javascript фреймворках?,https://habr.com/ru/articles/767466/,Сложный,3,6800,"['Веб-дизайн', 'Веб-разработка', 'JavaScript', 'Программирование', 'HTML']",1,28,15
767438,VasilyKashkin,2023-10-14 07:56:31+00:00,Создание мультиязычного вебсайта: для Китая и других регионов,https://habr.com/ru/articles/767438/,,13,3300,"['Веб-дизайн', 'Веб-разработка']",5,29,0
767274,modernJunior,2023-10-13 11:36:05+00:00,Современный junior frontend developer на двух работах уровня middle с общей ЗП 400к. Реальность ли в 2023 году?,https://habr.com/ru/articles/767274/,Простой,9,71000,"['Веб-разработка', 'JavaScript', 'ReactJS']",45,138,457
767118,badcasedaily1,2023-10-13 09:54:03+00:00,Совершенствование производительности приложений через кэширование и CDN,https://habr.com/ru/companies/otus/articles/767118/,Простой,11,1400,"['Блог компании OTUS', 'Веб-разработка', 'Программирование', 'Проектирование и рефакторинг', 'Веб-аналитика']",5,26,2
767218,Kaspersky_Lab,2023-10-13 09:34:51+00:00,«Нейрогород»: игра на знание JavaScript про фронтендерские баги,https://habr.com/ru/companies/kaspersky/articles/767218/,,1,2400,"['Блог компании «Лаборатория Касперского»', 'Информационная безопасность', 'Веб-разработка', 'JavaScript', 'Программирование']",13,21,2
767006,pumano,2023-10-12 10:46:26+00:00,Реактивные формы во Flutter: как делать формы с меньшими трудозатратами,https://habr.com/ru/companies/rosbank/articles/767006/,Средний,7,3700,"['Блог компании Росбанк', 'Веб-разработка', 'Dart', 'Flutter']",7,33,4
762132,Green21,2023-10-12 10:46:03+00:00,Мои первые шаги в создании браузерных 2D игр на чистом JavaScript + Canvas. Часть 1. Прототип,https://habr.com/ru/articles/762132/,Простой,20,11000,"['Веб-разработка', 'JavaScript', 'Разработка игр', 'Canvas']",10,62,14
763536,ITSumma,2023-10-12 08:21:25+00:00,"Как мы перевезли на новый сайт 700 тысяч рецептов и 6 миллионов фото пирогов, сырников и овсяноблинов",https://habr.com/ru/companies/itsumma/articles/763536/,Простой,6,3000,"['Блог компании ITSumma', 'Веб-разработка', 'Обработка изображений', 'Хранение данных']",22,19,7
766850,kesn,2023-10-12 06:15:01+00:00,Сбер. Как некрасиво поступить на конкурсе красоты,https://habr.com/ru/articles/766850/,,13,51000,"['Ненормальное программирование', 'Веб-разработка', 'Python', 'Программирование']",271,73,93
766694,aarefiev,2023-10-11 09:05:10+00:00,"Сделали библиотеку компонентов, но пришлось переделывать. Почему так вышло и чем дело кончилось",https://habr.com/ru/companies/uchi_ru/articles/766694/,,6,3100,"['Блог компании Учи.ру team', 'Веб-дизайн', 'Веб-разработка']",5,19,7
766658,qmzik,2023-10-11 06:58:12+00:00,Вышел Chrome 118,https://habr.com/ru/articles/766658/,Простой,4,5500,"['Веб-разработка', 'CSS', 'JavaScript', 'Google Chrome', 'HTML']",9,16,2
766582,Lithium_vn,2023-10-11 06:00:03+00:00,Swirl для анализа корпоративных данных: как мы использовали ИИ-поиск и что из этого вышло,https://habr.com/ru/companies/bothub/articles/766582/,Средний,5,1200,"['Блог компании BotHub', 'Веб-разработка', 'Python', 'Программирование', 'Искусственный интеллект']",7,6,7
766428,AnastasiaIvanova8,2023-10-10 14:00:01+00:00,REST API vs GraphQL: в чём между ними разница,https://habr.com/ru/companies/ru_mts/articles/766428/,,7,9600,"['Блог компании МТС', 'Веб-разработка', 'API']",15,102,14
764670,melnik909,2023-10-10 09:00:01+00:00,Прокачиваем вёрстку ARIA атрибутами. Атрибут aria-label,https://habr.com/ru/companies/ruvds/articles/764670/,Простой,8,6500,"['Блог компании RUVDS.com', 'Веб-разработка', 'HTML', 'Accessibility']",57,76,7
766444,Zaroy,2023-10-10 08:42:47+00:00,Ключевые навыки для развития во frontend разработке,https://habr.com/ru/articles/766444/,,5,12000,"['Веб-разработка', 'Программирование', 'Интерфейсы']",4,53,5
766196,KurnosovNikita,2023-10-09 09:01:25+00:00,"Почему код, который мы пишем — убивает людей?",https://habr.com/ru/articles/766196/,Простой,4,15000,"['Информационная безопасность', 'Веб-разработка', 'Тестирование IT-систем']",28,15,30
764260,jabuj,2023-10-09 08:01:07+00:00,Разбираем TLS по байтам. Где собаки зарыты?,https://habr.com/ru/companies/timeweb/articles/764260/,Средний,34,10000,"['Блог компании Timeweb Cloud', 'Веб-разработка', 'Криптография', 'Сетевые технологии']",39,141,1
765578,sonya_guseva,2023-10-09 07:00:01+00:00,Как внедрить гайд по стилю кода в проект,https://habr.com/ru/companies/yandex_praktikum/articles/765578/,Средний,12,8400,"['Блог компании Яндекс Практикум', 'Веб-разработка', 'JavaScript', 'Отладка', 'Управление разработкой']",5,56,9
760850,sergeytolkachyov,2023-10-09 06:32:50+00:00,Создание шаблонов сайта в Joomla 4+,https://habr.com/ru/articles/760850/,Средний,62,5900,"['CMS', 'Веб-разработка', 'Open source', 'PHP', 'Joomla']",8,20,14
765982,Cutcode,2023-10-09 06:11:01+00:00,PHP и Laravel дайджест новостей за сентябрь 2023 года,https://habr.com/ru/articles/765982/,,5,5000,"['Веб-разработка', 'PHP', 'Laravel']",13,12,1
766026,tahirflow,2023-10-08 07:20:42+00:00,От нуля до фронтендера (о своем пути простыми словами),https://habr.com/ru/articles/766026/,Простой,7,13000,"['Веб-дизайн', 'Веб-разработка', 'CSS', 'HTML', 'Карьера в IT-индустрии']",3,65,16
765880,SuperLeha,2023-10-06 16:51:03+00:00,Зачем собирать номера телефонов клиентов и как сделать это экологично,https://habr.com/ru/companies/newtel/articles/765880/,Средний,5,3200,"['Блог компании «Нью-Тел»', 'Информационная безопасность', 'Веб-разработка', 'Open source', 'Разработка мобильных приложений']",28,9,21
765734,Troonsply,2023-10-06 07:57:35+00:00,Миграция с Webpack и react-scripts на Vite: Путь к Быстрому и Легковесному React,https://habr.com/ru/articles/765734/,Простой,4,11000,"['Веб-разработка', 'JavaScript', 'Программирование', 'ReactJS', 'Системы сборки']",9,42,13
765732,qj841_842,2023-10-06 07:55:33+00:00,Elementary Geometric Reduction,https://habr.com/ru/articles/765732/,Средний,6,1400,"['Веб-разработка', 'Программирование', 'Математика', 'Учебный процесс в IT']",3,12,8
764888,xtremespb,2023-10-05 10:20:51+00:00,Heretic: full stack фреймворк на основе Marko.js,https://habr.com/ru/articles/764888/,Средний,7,3500,"['Веб-дизайн', 'Веб-разработка', 'JavaScript']",5,18,1
765258,Boriskinooo,2023-10-04 10:46:52+00:00,Как коридорное исследование помогло обновить каунтеры тредов в мессенджере,https://habr.com/ru/companies/mtslink/articles/765258/,,4,1500,"['Блог компании МТС Линк', 'Веб-разработка', 'Мессенджеры', 'Разработка мобильных приложений', 'Интерфейсы']",3,10,4
765164,Dragonek,2023-10-04 10:28:50+00:00,Как типизировать Vuex Store,https://habr.com/ru/articles/765164/,Средний,6,3100,"['Веб-разработка', 'JavaScript', 'Программирование', 'VueJS', 'TypeScript']",2,18,2
765144,varanio,2023-10-03 19:44:26+00:00,"Ключ к эффективности разработки: делать то, что нужно, но лишнего не делать",https://habr.com/ru/articles/765144/,,2,5200,"['Веб-разработка', 'Программирование', 'Совершенный код', 'Управление разработкой', 'Управление проектами']",11,52,31
764656,alxgrn,2023-10-03 12:05:52+00:00,Обновление состояния системы через Server-Sent Events (SSE) без затей,https://habr.com/ru/articles/764656/,Средний,11,4900,"['Веб-разработка', 'Node.JS', 'ReactJS', 'TypeScript']",3,32,5
765064,ListenIT,2023-10-03 11:44:49+00:00,Что такое GraphQL,https://habr.com/ru/articles/765064/,Средний,11,28000,"['Веб-разработка', 'API']",16,159,72
765034,Fill_Kaluga,2023-10-03 10:13:29+00:00,"Пойди туда — не знаю куда: как оформить спецификацию, чтобы не запутаться самому и не выбесить коллег",https://habr.com/ru/companies/outlines_tech/articles/765034/,,5,4600,"['Блог компании Outlines Tech', 'Веб-разработка', 'Анализ и проектирование систем']",1,30,11
764254,Yoskutik,2023-10-03 09:05:03+00:00,Как декораторы могут упростить разработку веб-форм,https://habr.com/ru/articles/764254/,Простой,16,4900,"['Веб-разработка', 'JavaScript', 'HTML', 'ReactJS', 'TypeScript']",3,54,13
764938,lol_wat,2023-10-02 22:33:46+00:00,Подборка: 7 плагинов Figma для оптимизации дизайн-процессов,https://habr.com/ru/articles/764938/,,4,4400,"['Веб-разработка', 'Интерфейсы', 'Дизайн', 'Софт']",5,50,0
764856,vinari,2023-10-02 13:38:28+00:00,Nuxt.js в SEO: как создать оптимизированные веб-приложения,https://habr.com/ru/articles/764856/,Простой,5,2000,"['Веб-разработка', 'Поисковая оптимизация']",1,19,5
764800,dglazkov,2023-10-02 10:54:47+00:00,React Fiber & Concurrency Part 2 (2),https://habr.com/ru/articles/764800/,Простой,8,3600,"['Веб-разработка', 'JavaScript', 'ReactJS']",3,30,0
764798,alexprozoroff,2023-10-02 10:49:54+00:00,Какого цвета интернет: история смены окраски веб-страницами,https://habr.com/ru/articles/764798/,Простой,11,18000,"['Веб-дизайн', 'Веб-разработка', 'Дизайн', 'Инфографика']",79,82,51
764264,true-hero,2023-10-02 09:00:55+00:00,Чем занимается AppSec? Безопасность внутренних веб-ресурсов,https://habr.com/ru/companies/vk/articles/764264/,Средний,9,2400,"['Блог компании VK', 'Информационная безопасность', 'Веб-разработка', 'Управление разработкой', 'Управление продуктом']",32,17,0
764710,ThePolymer,2023-10-01 22:37:26+00:00,Macromedia Flash: Взлет и закат технологии,https://habr.com/ru/articles/764710/,Средний,29,15000,"['Веб-дизайн', 'Веб-разработка', 'Интерфейсы', 'Компьютерная анимация', 'История IT']",67,47,85
764608,Asen,2023-10-01 15:45:24+00:00,Добавили бота в свой Telegram канал? Будьте готовы с ним попрощаться,https://habr.com/ru/articles/764608/,Простой,3,35000,"['Информационная безопасность', 'Веб-разработка', 'Мессенджеры', 'API']",67,82,68
761740,Cutcode,2023-10-01 09:41:40+00:00,Обзор NativePHP. Инструмент для создания собственных нативных desktop приложений на Laravel,https://habr.com/ru/articles/761740/,Средний,7,13000,"['Веб-разработка', 'PHP', 'Laravel']",17,51,53
764424,BeFunny,2023-09-30 11:53:46+00:00,"Вы кто такие, я вас не знаю, или Как мы делаем JWT-аутентификацию",https://habr.com/ru/companies/doubletapp/articles/764424/,Средний,11,18000,"['Блог компании Doubletapp', 'Информационная безопасность', 'Веб-разработка', 'Python', 'Программирование']",17,138,45
764554,varlab,2023-09-30 11:11:54+00:00,React + Three.js. Создаём собственный 3D шутер. Часть 1,https://habr.com/ru/articles/764554/,Средний,31,12000,"['Веб-разработка', 'JavaScript', 'Работа с 3D-графикой', 'Разработка игр', 'ReactJS']",14,105,13
764492,GlobalSign_admin,2023-09-29 17:41:49+00:00,Методы хэширования паролей. Долгий путь после bcrypt,https://habr.com/ru/companies/globalsign/articles/764492/,,5,6000,"['Блог компании GlobalSign', 'Информационная безопасность', 'Веб-разработка', 'Криптография', 'История IT']",10,38,6
764360,alexandrareznikova11,2023-09-29 09:15:14+00:00,"Геймификация в охране труда: кому, зачем и как?",https://habr.com/ru/articles/764360/,,4,1300,"['Веб-разработка', 'IT-инфраструктура', 'Разработка игр', 'Учебный процесс в IT', 'Управление персоналом']",2,12,1
763586,ru_vds,2023-09-27 09:00:01+00:00,"Прогресс WebAssembly и будущее веба. Быстрые интерфейсы, пример Figma",https://habr.com/ru/companies/ruvds/articles/763586/,Простой,5,7700,"['Блог компании RUVDS.com', 'Веб-разработка', 'Интерфейсы', 'Браузеры', 'WebAssembly']",51,70,16
763626,OS_Killer,2023-09-27 08:37:54+00:00,"Многогранный мониторинг Angie, форка веб-сервера nginx",https://habr.com/ru/articles/763626/,Средний,11,6400,"['Веб-разработка', 'Open source', 'Системное администрирование', 'Nginx', 'Серверное администрирование']",23,33,7
762678,jirfag,2023-09-27 07:00:18+00:00,"Хороший ретрай, плохой ретрай, или История одного падения",https://habr.com/ru/companies/yandex/articles/762678/,Средний,17,34000,"['Блог компании Яндекс', 'Веб-разработка', 'Анализ и проектирование систем', 'Распределённые системы', 'Микросервисы']",152,279,32
763534,dglazkov,2023-09-26 10:02:57+00:00,React Fiber & Concurrency Part 1 (2),https://habr.com/ru/articles/763534/,Средний,9,6300,"['Веб-разработка', 'JavaScript', 'ReactJS']",6,45,2
763426,SimbirSoft_frontend,2023-09-26 08:45:08+00:00,"Создание внутреннего пакета компонентов React — проще, чем кажется",https://habr.com/ru/companies/simbirsoft/articles/763426/,,14,3300,"['Блог компании SimbirSoft', 'Веб-разработка', 'Программирование', 'Node.JS', 'ReactJS']",2,35,2
752270,jabuj,2023-09-26 08:01:01+00:00,Разбираем TLS по байтам. Кто такой этот HTTPS?,https://habr.com/ru/companies/timeweb/articles/752270/,Средний,32,20000,"['Блог компании Timeweb Cloud', 'Веб-разработка', 'Сетевые технологии']",60,246,21
763256,qmzik,2023-09-25 10:08:22+00:00,Svelte: Знакомство с рунами,https://habr.com/ru/articles/763256/,Простой,5,7500,"['Веб-разработка', 'JavaScript', 'SvelteJS']",9,25,22
763126,Dragonek,2023-09-25 06:41:27+00:00,Tailwind не только для MVP,https://habr.com/ru/articles/763126/,,7,5700,"['Веб-разработка', 'CSS', 'JavaScript', 'VueJS']",8,32,29
762902,amas1ov,2023-09-24 05:52:14+00:00,TypeScript и все что тебе нужно в разработке,https://habr.com/ru/articles/762902/,Средний,6,29000,"['Веб-разработка', 'JavaScript', 'ReactJS', 'VueJS', 'TypeScript']",12,250,12
763002,RostislavDugin,2023-09-23 13:15:42+00:00,5 советов разработчику перед стартом своего стартапа. Опыт после 750 000 рублей,https://habr.com/ru/articles/763002/,Простой,6,23000,"['Веб-разработка', 'Развитие стартапа']",45,173,42
762978,condor-bird,2023-09-23 10:00:36+00:00,Sinuous — JavaScript UI библиотека с небольшим размером,https://habr.com/ru/articles/762978/,Простой,4,4100,"['Веб-разработка', 'JavaScript']",1,21,1
762968,cergio777,2023-09-23 09:00:15+00:00,"Путь веб-мастера в системный анализ: инструменты, кейсы, мысли вслух",https://habr.com/ru/companies/alfa/articles/762968/,Простой,7,2900,"['Блог компании Альфа-Банк', 'Веб-разработка', 'Анализ и проектирование систем', 'Карьера в IT-индустрии']",19,17,4
762838,vgaidadei,2023-09-22 20:02:01+00:00,Минуты и часы не нужны,https://habr.com/ru/articles/762838/,,4,33000,"['Веб-разработка', 'JavaScript', 'Программирование', 'Angular']",9,50,306
762908,foxijke,2023-09-22 17:27:26+00:00,Без ТЗ результат ХЗ? Не думаю,https://habr.com/ru/articles/762908/,Простой,7,6900,"['Веб-разработка', 'Анализ и проектирование систем', 'Управление разработкой']",13,44,95
762526,krenkus,2023-09-21 10:37:12+00:00,"Встречайте QmlBrowser – маленький, но перспективный принц на балу старых пердунов",https://habr.com/ru/articles/762526/,Простой,8,9500,"['Веб-разработка', 'Программирование', 'Браузеры', 'Софт']",23,39,36
762358,rikki_tikki,2023-09-20 14:29:15+00:00,Как сделать эффект Parallax с помощью CSS,https://habr.com/ru/companies/otus/articles/762358/,Простой,15,7200,"['Блог компании OTUS', 'Веб-разработка']",13,83,1
762188,varanio,2023-09-20 08:37:56+00:00,В Go меняется фундаментальная вещь — цикл,https://habr.com/ru/articles/762188/,,2,29000,"['Веб-разработка', 'Программирование', 'Go']",55,63,62
761228,UprightMan,2023-09-20 08:05:02+00:00,"Создание конвертера JSON в Typescript с помощью React, NodeJS и ChatGPT",https://habr.com/ru/companies/first/articles/761228/,,11,3300,"['Блог компании FirstVDS', 'Веб-разработка', 'JavaScript', 'TypeScript']",0,20,7
762156,varlab,2023-09-20 04:52:50+00:00,Создаем мини-игру с капельным эффектом и движущимися кружками. Часть 2. Финал,https://habr.com/ru/articles/762156/,Простой,8,2800,"['Веб-разработка', 'CSS', 'JavaScript', 'HTML']",6,27,3
762118,Alex_BBB,2023-09-19 17:05:29+00:00,"JavaScript. WebRTC. Соединение браузеров напрямую без сервера, peer-to-peer",https://habr.com/ru/articles/762118/,Простой,2,9000,"['Децентрализованные сети', 'Веб-разработка', 'JavaScript', 'Сетевые технологии']",5,89,9
761586,i360u,2023-09-19 11:42:48+00:00,Веб-компоненты в 2023: нужно поговорить,https://habr.com/ru/articles/761586/,Простой,5,11000,"['Веб-разработка', 'JavaScript', 'Программирование', 'Браузеры']",13,68,47
758006,melnik909,2023-09-19 09:00:02+00:00,Очередной ответ на вопрос: «Зачем нужна семантика?»,https://habr.com/ru/companies/ruvds/articles/758006/,Средний,7,4900,"['Блог компании RUVDS.com', 'Веб-разработка', 'Интерфейсы', 'HTML', 'Accessibility']",48,57,0
